Hakusana,Sanaluokka,Pituus
kasinotalous,substantiivi,12
kaskas,substantiivi,6
kaskelotti,substantiivi,10
kaskenkaataja,substantiivi,13
kaskenkaato,substantiivi,11
kaskenpolttaja,substantiivi,14
kaskenpoltto,substantiivi,12
kasketa,verbi,7
kaski,substantiivi,5
kaskikulttuuri,substantiivi,14
kaskimaa,substantiivi,8
kaskinauris,substantiivi,11
kaskiviljely,substantiivi,12
kasko,substantiivi,5
kaskovakuutus,substantiivi,13
kasku,substantiivi,5
kasleri,substantiivi,7
kašmir,substantiivi,6
kašmiri,substantiivi,7
kašmirkuvio,substantiivi,11
kašmirkuvioinen,adjektiivi,15
kašmirvilla,substantiivi,11
kašmirvuohi,substantiivi,11
kasoittain,adverbi,10
kasperteatteri,substantiivi,14
kassa,substantiivi,5
kassa-alennus,substantiivi,13
kassa-apulainen,substantiivi,15
kassaholvi,substantiivi,10
kassakaappi,substantiivi,11
kassakaappisopimus,substantiivi,18
kassakappale,substantiivi,12
kassakirja,substantiivi,10
kassakone,substantiivi,9
kassakriisi,substantiivi,11
kassakuitti,substantiivi,11
kassalinja,substantiivi,10
kassalipas,substantiivi,10
kassamagneetti,substantiivi,14
kassamenestys,substantiivi,13
kassamyyjä,substantiivi,10
kassanauha,substantiivi,10
kassanhoitaja,substantiivi,13
kassanhoito,substantiivi,11
kassantarkastus,substantiivi,15
kassapäinen,adjektiivi,11
kassapää,"adjektiivi, substantiivi",8
kassapääte,substantiivi,10
kassara,substantiivi,7
kassareservi,substantiivi,12
kassari,substantiivi,7
kassatili,substantiivi,9
kassava,substantiivi,7
kassavajaus,substantiivi,11
kassavaranto,substantiivi,12
kassavirta,substantiivi,10
kassi,substantiivi,5
kassilohi,substantiivi,9
kassler,substantiivi,7
kastaa,verbi,6
kastajaiset,substantiivi,11
kastanja,substantiivi,8
kastanjanruskea,adjektiivi,15
kastanjetit,substantiivi,11
kastattaa,verbi,9
kastautua,verbi,9
kaste,substantiivi,5
kasteallas,substantiivi,10
kastehelmi,substantiivi,10
kasteinen,adjektiivi,9
kastejuhla,substantiivi,10
kastejumalanpalvelus,substantiivi,20
kastekaava,substantiivi,10
kasteliero,substantiivi,10
kastella,verbi,8
kastelli,substantiivi,8
kastelu,substantiivi,7
kasteluauto,substantiivi,11
kastelukanava,substantiivi,13
kastelukannu,substantiivi,12
kastelulaite,substantiivi,12
kasteluletku,substantiivi,12
kasteluvesi,substantiivi,11
kasteluviljelmä,substantiivi,15
kasteluviljelys,substantiivi,15
kastemalja,substantiivi,10
kastemato,substantiivi,9
kastemekko,substantiivi,10
kastepisara,substantiivi,11
kastepiste,substantiivi,10
kastetilaisuus,substantiivi,14
kastetodistus,substantiivi,13
kastetoimitus,substantiivi,13
kastevesi,substantiivi,9
kasti,substantiivi,5
kasti,substantiivi,5
kastijako,substantiivi,9
kastikas,substantiivi,8
kastike,substantiivi,7
kastikekauha,substantiivi,12
kastikekulho,substantiivi,12
kastikelusikka,substantiivi,14
kastikka,substantiivi,8
kastilaitos,substantiivi,11
kastimerkki,substantiivi,11
kastraatio,substantiivi,10
kastraatti,substantiivi,10
kastroida,verbi,9
kastrointi,substantiivi,10
kastua,verbi,6
kasuaali,adjektiivi,8
kasuaalisti,adverbi,11
kasuaari,substantiivi,8
kasuistiikka,substantiivi,12
kasuistinen,adjektiivi,11
kasukka,substantiivi,7
kasuuni,substantiivi,7
kasvaa,verbi,6
kasvain,substantiivi,7
kasvainopillinen,adjektiivi,16
kasvainoppi,substantiivi,11
kasvannainen,substantiivi,12
kasvanta,substantiivi,8
kasvantaväärä,adjektiivi,13
kasvattaa,verbi,9
kasvattaja,substantiivi,10
kasvattajaseura,substantiivi,15
kasvattamo,substantiivi,10
kasvatti,substantiivi,8
kasvattilapsi,substantiivi,13
kasvattipoika,substantiivi,13
kasvattisisar,substantiivi,13
kasvattitytär,substantiivi,13
kasvattivanhemmat,substantiivi,17
kasvattiveli,substantiivi,12
kasvatuksellinen,adjektiivi,16
kasvatus,substantiivi,8
kasvatushakkuu,substantiivi,14
kasvatusisä,substantiivi,11
kasvatuskoti,substantiivi,12
kasvatuslaitos,substantiivi,14
kasvatuslammikko,substantiivi,16
kasvatusmenetelmä,substantiivi,17
kasvatusmetsikkö,substantiivi,16
kasvatusmetsä,substantiivi,13
kasvatusneuvola,substantiivi,15
kasvatusopillinen,adjektiivi,17
kasvatusoppi,substantiivi,12
kasvatuspsykologia,substantiivi,18
kasvatustehtävä,substantiivi,15
kasvatustiede,substantiivi,13
kasvatustieteellinen,adjektiivi,20
kasvatustieteilijä,substantiivi,18
kasvatustoimi,substantiivi,13
kasvatustyö,substantiivi,11
kasvatusvanhemmat,substantiivi,17
kasvatusäiti,substantiivi,12
kasvettua,verbi,9
kasvettuma,substantiivi,10
kasvi,substantiivi,5
kasvianatomia,substantiivi,13
kasvibiologia,substantiivi,13
kasviekologia,substantiivi,13
kasviestrogeeni,substantiivi,15
kasvifysiologia,substantiivi,15
kasviheimo,substantiivi,10
kasvihormoni,substantiivi,12
kasvihuone,substantiivi,10
kasvihuoneilmiö,substantiivi,15
kasvihuonekaasu,substantiivi,15
kasvihuonekaasupäästö,substantiivi,21
kasvihuonekurkku,substantiivi,16
kasvihuonepäästö,substantiivi,16
kasvihuoneviljely,substantiivi,17
kasvijuoma,substantiivi,10
kasvijäte,substantiivi,9
kasvikanta,substantiivi,10
kasvikokoelma,substantiivi,13
kasvikuitu,substantiivi,10
kasvikuivain,substantiivi,12
kasvikunta,substantiivi,10
kasvilaji,substantiivi,9
kasvilajike,substantiivi,11
kasvilajisto,substantiivi,12
kasvilamppu,substantiivi,11
kasvilava,substantiivi,9
kasviliima,substantiivi,10
kasvillisuus,substantiivi,12
kasvillisuusalue,substantiivi,16
kasvillisuusvyöhyke,substantiivi,19
kasvimaa,substantiivi,8
kasvimaailma,substantiivi,12
kasvimaantiede,substantiivi,14
kasvimaito,substantiivi,10
kasvimargariini,substantiivi,15
kasvimyrkky,substantiivi,11
kasvineste,substantiivi,10
kasvinjalostus,substantiivi,14
kasvinjäte,substantiivi,10
kasvinkumppani,substantiivi,14
kasvinnimi,substantiivi,10
kasvinravinne,substantiivi,13
kasvinsuojelu,substantiivi,13
kasvinsuojeluaine,substantiivi,17
kasvinsyöjä,substantiivi,11
kasvinviljelijä,substantiivi,15
kasvinviljely,substantiivi,13
kasvinvuorottelu,substantiivi,16
kasvinvuorotus,substantiivi,14
kasvio,substantiivi,6
kasviopillinen,adjektiivi,14
kasvioppi,substantiivi,9
kasviornamentiikka,substantiivi,18
kasviornamentti,substantiivi,15
kasvipatologia,substantiivi,14
kasvipeite,substantiivi,10
kasviperäinen,adjektiivi,13
kasvipigmentti,substantiivi,14
kasviplankton,substantiivi,13
kasvipohjainen,adjektiivi,14
kasviproteiini,substantiivi,14
kasvipuristin,substantiivi,13
kasvirasva,substantiivi,10
kasvirasvajäätelö,substantiivi,17
kasviravinto,substantiivi,12
kasvis,substantiivi,6
kasvishyytelö,substantiivi,13
kasviskeitto,substantiivi,12
kasviskuitu,substantiivi,11
kasvislautanen,substantiivi,14
kasvisliemikuutio,substantiivi,17
kasvismargariini,substantiivi,16
kasvismuhennos,substantiivi,14
kasvisolu,substantiivi,9
kasvisolukko,substantiivi,12
kasvispainotteinen,adjektiivi,18
kasvispeti,substantiivi,10
kasvispihvi,substantiivi,11
kasvispiirakka,substantiivi,14
kasvispohjainen,adjektiivi,15
kasvispulla,substantiivi,11
kasvispyörykkä,substantiivi,14
kasvisrasva,substantiivi,11
kasvisravinto,substantiivi,13
kasvisravintola,substantiivi,15
kasvisruoka,substantiivi,11
kasvisruokavalio,substantiivi,16
kasvissyöjä,substantiivi,11
kasvisto,substantiivi,8
kasvisuku,substantiivi,9
kasvisvarras,substantiivi,12
kasvisöljy,substantiivi,10
kasvitarha,substantiivi,10
kasvitauti,substantiivi,10
kasvitautioppi,substantiivi,14
kasvitiede,substantiivi,10
kasvitieteellinen,adjektiivi,17
kasvitieteilijä,substantiivi,15
kasvittaa,verbi,9
kasvittua,verbi,9
kasvituholainen,substantiivi,15
kasvituote,substantiivi,10
kasviuute,substantiivi,9
kasvivalaisin,substantiivi,13
kasvivalkuainen,substantiivi,15
kasvivuorottelu,substantiivi,15
kasviväri,substantiivi,9
kasvivärjäys,substantiivi,12
kasviyhdyskunta,substantiivi,15
kasviöljy,substantiivi,9
kasvo,substantiivi,5
kasvohalvaus,substantiivi,12
kasvohermo,substantiivi,10
kasvohermohalvaus,substantiivi,17
kasvohieronta,substantiivi,13
kasvohoito,substantiivi,10
‑kasvoinen,adjektiivi,10
kasvojenhoito,substantiivi,13
kasvojenkohotus,substantiivi,15
kasvojenkohotusleikkaus,substantiivi,23
kasvojenpesu,substantiivi,12
kasvokkain,adverbi,10
kasvokkainen,adjektiivi,12
kasvokuva,substantiivi,9
kasvolihas,substantiivi,10
kasvollinen,adjektiivi,11
kasvomaalaus,substantiivi,12
kasvomaski,substantiivi,10
kasvonaamio,substantiivi,11
kasvonilme,substantiivi,10
kasvonpiirre,substantiivi,12
kasvopaperi,substantiivi,11
kasvopyyhe,substantiivi,10
kasvosaippua,substantiivi,12
kasvosokea,"adjektiivi, substantiivi",10
kasvosokeus,substantiivi,11
kasvosuojus,substantiivi,11
kasvosärky,substantiivi,10
kasvot,substantiivi,6
kasvoton,adjektiivi,8
kasvottomuus,substantiivi,12
kasvotuksin,adverbi,11
kasvotusten,adverbi,11
kasvovesi,substantiivi,9
kasvovisiiri,substantiivi,12
kasvovoide,substantiivi,10
kasvu,substantiivi,5
kasvuaika,substantiivi,9
kasvualusta,substantiivi,11
kasvuhakuinen,adjektiivi,13
kasvuharso,substantiivi,10
kasvuhormoni,substantiivi,12
kasvuhäiriö,substantiivi,11
kasvuikä,substantiivi,8
kasvuikäinen,adjektiivi,12
‑kasvuinen,"adjektiivi, substantiivi",10
‑kasvuisuus,substantiivi,11
kasvukausi,substantiivi,10
kasvukertomus,substantiivi,13
kasvukeskus,substantiivi,11
kasvukipu,substantiivi,9
kasvukunto,substantiivi,10
kasvukyky,substantiivi,9
kasvukykyinen,adjektiivi,13
kasvukäyrä,substantiivi,10
kasvulehti,substantiivi,10
kasvullinen,adjektiivi,11
kasvullisuus,substantiivi,12
kasvunopeus,substantiivi,11
kasvunsääde,substantiivi,11
kasvunvara,substantiivi,10
kasvupaikka,substantiivi,11
kasvupaikkatyyppi,substantiivi,17
kasvupaketti,substantiivi,12
kasvupiste,substantiivi,10
kasvupohja,substantiivi,10
kasvupolitiikka,substantiivi,15
kasvupyrähdys,substantiivi,13
kasvusolukko,substantiivi,12
kasvusto,substantiivi,8
kasvutarina,substantiivi,11
kasvutekijä,substantiivi,11
kasvutiheys,substantiivi,11
kasvuturve,substantiivi,10
kasvu-ura,substantiivi,9
kasvuvauhti,substantiivi,11
kasvuvoima,substantiivi,10
kasvuympäristö,substantiivi,14
kasvuyrittäjä,substantiivi,13
kasvuyritys,substantiivi,11
kat,substantiivi,3
katafalkki,substantiivi,10
kataja,substantiivi,6
katajahaarikka,substantiivi,14
katajainen,adjektiivi,10
katajanhavu,substantiivi,11
katajanmarja,substantiivi,12
katajanmarjaviina,substantiivi,17
katajanmarjaöljy,substantiivi,16
katajapensas,substantiivi,12
katajatuoppi,substantiivi,12
katajaöljy,substantiivi,10
katajikko,substantiivi,9
katajisto,substantiivi,9
katakombi,substantiivi,9
katala,adjektiivi,6
katalaani,substantiivi,9
katalasti,adverbi,9
katalogi,substantiivi,8
katalonia,substantiivi,9
katalonialainen,"adjektiivi, substantiivi",15
kataluus,substantiivi,8
katalysaattori,substantiivi,14
katalysaattoriauto,substantiivi,18
katalysoida,verbi,11
katalyysi,substantiivi,9
katalyytti,substantiivi,10
katalyyttiauto,substantiivi,14
katalyyttikiharrin,substantiivi,18
katalyyttinen,adjektiivi,13
katalyyttipuhdistin,substantiivi,19
katamaraani,substantiivi,11
katapultti,substantiivi,10
katapultti-istuin,substantiivi,17
katarri,substantiivi,7
katarsis,substantiivi,8
katarttinen,adjektiivi,11
katastrofaalinen,adjektiivi,16
katastrofaalisesti,adverbi,18
katastrofaalisuus,substantiivi,17
katastrofi,substantiivi,10
katastrofiapu,substantiivi,13
katastrofielokuva,substantiivi,17
katastrofirahasto,substantiivi,17
katastrofivalmius,substantiivi,17
katatonia,substantiivi,9
katatoninen,adjektiivi,11
kate,substantiivi,4
kateaine,substantiivi,8
katealunen,substantiivi,10
katedraali,substantiivi,10
katedraalikoulu,substantiivi,15
kateederi,substantiivi,9
kateeksi,adverbi,8
kateellinen,adjektiivi,11
kateellisuus,substantiivi,12
kateenkorva,substantiivi,11
kateenkorvamuhennos,substantiivi,19
kateetti,substantiivi,8
kategoria,substantiivi,9
kategorinen,adjektiivi,11
kategorisesti,adverbi,13
kategorisoida,verbi,13
kategorisointi,substantiivi,14
kategorisuus,substantiivi,12
kateisiin,adverbi,9
kateissa,adverbi,8
kateissaan,adverbi,10
katekeetta,substantiivi,10
katekismus,substantiivi,10
katelautanen,substantiivi,12
kateleipä,substantiivi,9
kateliina,substantiivi,9
katepisto,substantiivi,9
katesauma,substantiivi,9
katetri,substantiivi,7
katetroida,verbi,10
katetrointi,substantiivi,11
katetuotto,substantiivi,10
kateus,substantiivi,6
kateviljely,substantiivi,11
katgutti,substantiivi,8
katinkulta,substantiivi,10
katinlieko,substantiivi,10
kationi,substantiivi,7
katiska,substantiivi,7
katka,substantiivi,5
katkaisija,substantiivi,10
katkaisin,substantiivi,9
katkaista,verbi,9
katkaisu,substantiivi,8
katkaisuasema,substantiivi,13
katkaisuhoito,substantiivi,13
katkaisuhoitoasema,substantiivi,18
katkaisuhoitola,substantiivi,15
katkaisukohta,substantiivi,13
katkaisumerkki,substantiivi,14
katkaisupeli,substantiivi,12
katkaisupihdit,substantiivi,14
katkarapu,substantiivi,9
katkarapusalaatti,substantiivi,17
katkeama,substantiivi,8
katkeamaton,adjektiivi,11
katkeamiskohta,substantiivi,14
katkeamispiste,substantiivi,14
katkeilla,verbi,9
katkelma,substantiivi,8
katkelmallinen,adjektiivi,14
katkelmallisesti,adverbi,16
katkelmallisuus,substantiivi,15
katkera,adjektiivi,7
katkeranmakuinen,adjektiivi,16
katkeransuloinen,adjektiivi,16
katkeransävyinen,adjektiivi,16
katkerasti,adverbi,10
katkero,substantiivi,7
katkeroittaa,verbi,12
katkeroitua,verbi,11
katkeruus,substantiivi,9
katketa,verbi,7
katki,adverbi,5
katkismus,substantiivi,9
katko,substantiivi,5
katko,substantiivi,5
katkoa,verbi,6
katkoja,substantiivi,7
katkokävely,substantiivi,11
katkola,substantiivi,7
katkonainen,adjektiivi,11
katkonaisesti,adverbi,13
katkonaisuus,substantiivi,12
katkonta,substantiivi,8
katkos,substantiivi,6
katkoviiva,substantiivi,10
katku,substantiivi,5
katkuinen,adjektiivi,9
kato,substantiivi,4
katoalue,substantiivi,8
katoamaton,adjektiivi,10
katoamattomuus,substantiivi,14
katoamisilmoitus,substantiivi,16
katoamistemppu,substantiivi,14
katoava,adjektiivi,7
katoavainen,adjektiivi,11
katoavaisuus,substantiivi,12
katoavuus,substantiivi,9
katodi,substantiivi,6
katodisäde,substantiivi,10
katodisädeputki,substantiivi,15
katoksellinen,adjektiivi,13
katolilainen,substantiivi,12
katolilaisuus,substantiivi,13
katolinen,"adjektiivi, substantiivi",9
katolisuus,substantiivi,10
katollinen,adjektiivi,10
katonharja,substantiivi,10
katonlape,substantiivi,9
katonraja,substantiivi,9
katos,substantiivi,5
katossänky,substantiivi,10
katosvuode,substantiivi,10
katovuosi,substantiivi,9
katras,substantiivi,6
katrilli,substantiivi,8
katsahdus,substantiivi,9
katsahtaa,verbi,9
katsanto,substantiivi,8
katsantokanta,substantiivi,13
katsantotapa,substantiivi,12
katsastaa,verbi,9
katsastaja,substantiivi,10
katsastamaton,adjektiivi,13
katsastus,substantiivi,9
katsastusinsinööri,substantiivi,18
katsastuskilpailu,substantiivi,17
katsastusmies,substantiivi,13
katsastusottelu,substantiivi,15
katsastuttaa,verbi,12
katsaus,substantiivi,7
katsausartikkeli,substantiivi,16
katse,substantiivi,5
katseenvangitsija,substantiivi,17
‑katseinen,adjektiivi,10
‑katseisuus,substantiivi,11
katsekontakti,substantiivi,13
katselija,substantiivi,9
katselijajoukko,substantiivi,15
katsella,verbi,8
katselmus,substantiivi,9
katselu,substantiivi,7
katseluaika,substantiivi,11
katselukirja,substantiivi,12
katselukokemus,substantiivi,14
katselulaite,substantiivi,12
katseyhteys,substantiivi,11
katsoa,verbi,6
katsoja,substantiivi,7
katsojaiset,substantiivi,11
katsojajoukko,substantiivi,13
katsoma,substantiivi,7
katsomapaikka,substantiivi,13
katsomo,substantiivi,7
katsomokartta,substantiivi,13
katsomuksellinen,adjektiivi,16
katsomus,substantiivi,8
katsomusaine,substantiivi,12
katsomustapa,substantiivi,12
katsonta,substantiivi,8
kattaa,verbi,6
kattamus,substantiivi,8
kattara,substantiivi,7
kattaus,substantiivi,7
kattava,adjektiivi,7
kattavasti,adverbi,10
kattavuus,substantiivi,9
katteeton,adjektiivi,9
katteikko,substantiivi,9
katteinen,adjektiivi,9
katti,substantiivi,5
kattila,substantiivi,7
kattilahuone,substantiivi,12
kattilakivi,substantiivi,11
kattilalaakso,substantiivi,13
kattilallinen,substantiivi,13
katto,substantiivi,5
kattohaikara,substantiivi,12
kattoharja,substantiivi,10
kattohuoneisto,substantiivi,14
kattohuopa,substantiivi,10
kattoikkuna,substantiivi,11
‑kattoinen,adjektiivi,10
kattojärjestö,substantiivi,13
kattokruunu,substantiivi,11
kattolamppu,substantiivi,11
kattolaudoitus,substantiivi,14
kattolista,substantiivi,10
kattoluukku,substantiivi,11
kattolämmitys,substantiivi,13
kattomaalaus,substantiivi,12
kattonopeus,substantiivi,11
katto-organisaatio,substantiivi,18
kattopaanu,substantiivi,10
kattopahvi,substantiivi,10
kattopalkki,substantiivi,11
kattoparru,substantiivi,10
kattopelti,substantiivi,10
kattopinta,substantiivi,10
kattopuutarha,substantiivi,13
kattopäre,substantiivi,9
kattorakenne,substantiivi,12
kattosilta,substantiivi,10
kattotasanne,substantiivi,12
kattoteline,substantiivi,11
kattoterassi,substantiivi,12
kattotiili,substantiivi,10
kattotuoli,substantiivi,10
kattovalaisin,substantiivi,13
kattovalo,substantiivi,9
katu,substantiivi,4
katua,verbi,5
katuelämä,substantiivi,9
katugallup,substantiivi,10
katuhaastattelu,substantiivi,15
katuharja,substantiivi,9
katuhuume,substantiivi,9
katujengi,substantiivi,9
katujuoksu,substantiivi,10
katujyrä,substantiivi,8
katukahvila,substantiivi,11
katukaluste,substantiivi,11
katukauppa,substantiivi,10
katukauppias,substantiivi,12
katukaupustelija,substantiivi,16
katukaupustelu,substantiivi,14
katukeittiö,substantiivi,11
katukilpi,substantiivi,9
katukivetys,substantiivi,11
katukiveys,substantiivi,10
katukivi,substantiivi,8
katukoripallo,substantiivi,13
katukoroke,substantiivi,10
katukuilu,substantiivi,9
katukuva,substantiivi,8
katukäytävä,substantiivi,11
katulamppu,substantiivi,10
katulapsi,substantiivi,9
katuliikenne,substantiivi,12
katulyhty,substantiivi,9
katulähetys,substantiivi,11
katulähetystyö,substantiivi,14
katulähetystyöntekijä,substantiivi,21
katumaasturi,substantiivi,12
katumapäälle,adverbi,12
katumapäällä,adverbi,12
katumellakka,substantiivi,12
katumielenosoitus,substantiivi,17
katumisoikeus,substantiivi,13
katumuoti,substantiivi,9
katumus,substantiivi,7
katumuspilleri,substantiivi,14
katumuspäivä,substantiivi,12
katumyynti,substantiivi,10
